,Viscosity,T,CaO,Al2O3,SiO2,CaF2,MgO,result_0,result_1,result_2,result_3,result_4,result_5,result_6,result_7,result_8,result_9,result_10,result_11,result_12,result_13,result_14,result_15,result_16,result_17,result_18,result_19,result_20,result_21,result_22,result_23,result_24,result_25,result_26,result_27,result_28,result_29,result_30,result_31,result_32,result_33,result_34,result_35,result_36,result_37,result_38,result_39,result_40,result_41,result_42
36,70.9,1673,0.342,0.125,0.532,0.0,0.0,10.218571569992696,15.473642841850259,12.88321132859567,14.23388857601493,14.144964354048266,14.58869999864213,15.077711592182357,14.712148618991286,15.062810807470486,15.150641175352497,15.578283490925,15.847206677469124,16.340449029198247,16.222684063681825,15.831343631833313,15.847752332296075,15.932604189438862,16.07793528112101,16.222750366548865,16.438148532500428,16.401589315452608,15.951090235901415,16.51435816965216,16.70494700507085,16.682753142517157,16.69194683195023,16.728506048998053,16.691946831950233,16.803016110556833,16.678717318962754,16.678717318962754,16.648310509067798,16.540421477807726,16.540421477807726,16.619941458863025,16.589534648968073,16.589534648968073,16.547532209259057,16.517125399364105,16.517565954317007,16.42262949864049,16.42262949864049,16.317104919367424
37,11.8,1816,0.4,0.1,0.5,0.0,0.0,10.218571569992696,14.542897407754001,12.477474970062191,13.647664581773356,13.500740359806693,12.913425001386395,13.291727124138042,12.844384945344103,13.001116604653486,11.925923002616491,11.592600690530865,11.643938196625129,11.270924285536356,11.034755009656964,11.826693952029725,11.823578123212823,11.69933033485042,11.630487496936615,11.408932776897089,12.796880523745479,12.65168511991428,12.56191954528806,12.793134804455388,12.704729376067743,12.828674097127877,12.729096557287512,12.874291961118711,12.729096557287512,12.438511224946462,12.494239429149768,12.494239429149768,12.403790050389686,12.452967539923606,12.452967539923606,12.430100918378201,12.339651539618119,12.339651539618119,12.458332749899256,12.367883371139174,12.368291816307599,12.351940833432119,12.351940833432119,12.47438574092399
38,3.99,1733,0.431,0.087,0.336,0.0,0.147,10.218571569992696,9.772827058010689,10.590157334050257,10.643266611285298,10.465342389318636,10.496218939127022,11.193817966016827,10.503410357348017,11.074793087479064,10.368309095434874,10.94722973609927,11.083991386630862,11.05720539910062,10.79196284246403,10.831832427788385,10.839150750092934,10.797608813351566,10.748302131566572,10.531486196751768,9.895517496791808,10.026453215239567,10.063657862017491,10.014315951110914,10.083279253030431,9.840926086777213,10.010023837816359,9.8790881193686,10.010023837816359,10.10812265349268,10.092967655564971,10.092967655564971,10.177253440471443,10.162930281709254,10.162930281709254,10.067649923622243,10.151935708528715,10.178760257351701,10.081368302627743,10.165654087534215,10.165909756599183,10.302801262147897,10.302801262147897,10.289282068858085
39,8.79,1673,0.305,0.056,0.427,0.0,0.212,10.218571569992696,12.419634386221917,11.599071088795865,12.31034109490977,12.258416872943108,12.66515251753697,13.154164111077197,12.663757869282033,13.193323432121797,13.0157058421509,13.389394907982101,13.605241149813569,14.1186094999533,14.072128886698337,13.389112476481646,13.402282617642545,13.487980450050259,13.573644970384748,13.711892105615345,13.553685970249983,13.55294407896993,13.947404423459606,13.746094788254702,13.783038789454128,13.816520230899275,13.859480838030152,13.860222729310205,13.859480838030152,13.966246706549876,13.901651037528532,13.901651037528532,13.900919125426315,13.8419529905917,13.8419529905917,13.91414976194846,13.913417849846242,14.102738745660735,13.908926448311698,13.90819453620948,13.908532514288895,14.054202800443402,14.054202800443402,13.944042044107325
40,1.97,1773,0.46,0.147,0.22,0.024,0.149,10.218571569992696,6.398874859411761,9.430272716793768,8.5182046321596,8.311280410192937,8.355270629286826,8.663736205470121,8.36538777925278,8.602598409478535,8.268388406252763,8.22429459135677,8.28392411506945,8.38408757148033,8.187926205023718,8.080231831189739,8.082270081113652,7.961436173332981,7.971943966378181,7.760932656903356,7.431301963177409,7.475897686553191,7.280903206133569,7.290022978471855,7.481574749490357,7.4076703697880415,7.478290731421216,7.257565481494992,7.3021612048707745,6.850479461382746,6.850635706324017,6.183602441592393,6.21972230344686,6.219874812589372,6.240789608353863,6.094211772779752,6.130331634634219,6.73285910988391,6.3923217595522175,6.428441621406684,6.428548262321641,6.69038284811751,6.692745725726831,6.7574262685960935
41,1.6,1923,0.646,0.355,0.0,0.0,0.0,10.218571569992696,0.0,7.5679711251396915,4.487914671748791,4.094990449782128,3.8000151456484295,3.3421090531833646,4.333635487131079,3.4963882367332704,4.333635487131079,4.4879146706809845,4.4879146706809845,5.083128747690511,5.083128747690511,5.333635487131079,5.333635487131079,5.333635487131079,5.333635487131079,5.333635487131079,5.873937792999218,5.848030745654627,5.873937792999218,5.873937792999218,5.848030745654627,5.873937792999218,5.848030745654627,5.873937792999218,5.848030745654627,6.337362111908028,6.337362111908028,6.337362111908028,6.3149753102838275,6.3149753102838275,6.3149753102838275,6.337362111908028,6.3149753102838275,6.3149753102838275,6.337362111908028,6.3149753102838275,6.3149753102838275,6.3149753102838275,6.3149753102838275,6.4415900287061305
42,3.12,1773,0.408,0.068,0.364,0.0,0.16,10.218571569992696,10.587229312844913,10.890872099681188,11.156212606246674,11.001288384280011,10.993278603373902,11.301744179557195,11.004352915914257,11.096741997173734,10.843863044223319,10.66992508489001,10.768584842305534,10.544715165233667,10.299257112440195,10.602466189418175,10.605838566565016,10.56432904007939,10.435913468658697,10.198669344656517,9.877772949804449,9.939560387924196,10.170574504907368,10.070097798870107,9.961567820348968,9.819047418575174,9.921075651591142,9.859288213471395,9.921075651591142,9.87703750359505,9.87774222191267,9.87774222191267,9.925238202537335,9.925897742559211,9.925897742559211,9.88395788949708,9.931453870121743,10.007820325895675,9.883657601190011,9.931153581814677,9.931433912405279,9.929859877498572,9.929859877498572,9.984730910237174
43,1.35,1873,0.314,0.446,0.0,0.239,0.0,10.218571569992696,0.0,7.5679711251396915,4.487914671748791,4.426990449782128,3.9217886349250572,3.571458578549543,4.333635487131079,3.725737762099449,4.333635487131079,4.4879146706809845,4.4879146706809845,5.083128747690511,5.083128747690511,5.333635487131079,5.333635487131079,5.333635487131079,5.333635487131079,5.333635487131079,5.873937792999218,5.848030745654627,5.873937792999218,5.873937792999218,5.848030745654627,5.873937792999218,5.848030745654627,5.873937792999218,5.848030745654627,6.337362111908028,6.337362111908028,6.337362111908028,6.3149753102838275,6.3149753102838275,6.3149753102838275,6.337362111908028,6.3149753102838275,6.3149753102838275,6.337362111908028,6.3149753102838275,6.3149753102838275,6.3149753102838275,6.3149753102838275,6.457295456403536
44,27.1,1623,0.372,0.058,0.496,0.0,0.074,10.218571569992696,14.42655422849197,12.427664757021622,13.574386582493158,13.455462360526496,14.186647315057215,14.270413153713072,14.301450425785493,14.57269167419617,15.022300194965332,14.422266099030958,14.648378631039959,16.05431012509996,16.05157520860228,14.584241438849418,14.597274437101717,14.795618105014949,15.125061415558346,15.508011558308684,15.583816046842166,15.425482507246226,15.477240550776436,15.584055140075026,15.86887811582898,16.592990552935664,16.480227895658274,16.638561435254218,16.480227895658278,16.348742816509457,16.242914947435953,16.242914947435953,16.147144792348058,16.053570295588727,16.053570295588727,16.23481246164576,16.13904230655786,16.138833399313036,16.18561849685286,16.089848341764963,16.090252825146862,16.084102504731838,16.084102504731838,15.934847355047747
45,6.94,1773,0.325,0.119,0.405,0.0,0.151,10.218571569992696,11.779746900280742,11.346678028279364,11.90731209886869,11.835387876902026,11.744378095995916,12.052843672179211,11.755724933991484,11.806975501039915,11.57715790642327,11.366250433743227,11.476022966032478,11.15989385512177,11.042644682668556,11.360520721429246,11.364272954243727,11.210999977485816,11.179918590758692,11.101213120594185,11.197316062987793,11.198039612068058,11.599254778312957,11.418519783640056,11.227236552934926,11.113120494023565,11.15652870192995,11.155805152849688,11.156528701929952,11.075226399961739,11.076195551289004,11.076195551289004,11.076909528068121,11.077802356122016,11.077802356122016,10.974354883903338,10.975068860682454,11.123899079900788,10.973986630878315,10.974700607657432,10.975018117971178,10.923921938535486,10.923921938535486,10.987780283931118
46,17.92,1673,0.388,0.122,0.413,0.0,0.077,10.218571569992696,12.012433258804805,11.437815516391963,12.053868097429081,11.918943875462418,12.408679520056282,12.897691113596508,12.390639102654134,12.943335376056769,12.73104779772402,13.097543096923047,13.306312412792828,13.822364229387306,13.673953005170373,13.072121421615797,13.084859754869782,13.14478734791361,13.248920455126704,13.307699412296959,12.990579222889664,12.990669556967937,13.397457543413157,13.207274229976395,13.211536963893348,13.252281197624914,13.295450000560873,13.295359666482604,13.295450000560876,13.405787954928103,13.347305525919559,13.347305525919559,13.347395560174888,13.293694871681604,13.293694871681604,13.303545899666403,13.303635933921733,13.380364979735283,13.305175915393447,13.305265949648776,13.305590861191652,13.454687236231905,13.454687236231905,13.347708163145255
47,9.45,1723,0.26,0.086,0.437,0.0,0.217,10.218571569992696,12.710492334376998,11.715643691259407,12.493536093110261,12.486611871143598,12.58376979845253,13.124114115797166,12.59480889032222,12.942375063974877,12.67247403404454,13.082335509601322,13.271948797338569,13.145285915201852,13.167562807058854,13.1121807621866,13.122779633748017,13.09303116166176,13.053887306852591,13.158148656720769,13.485352164228704,13.476751155518198,13.842934203965974,13.647176698373592,13.583123168058435,13.392940959113211,13.428437480560149,13.437038489270655,13.428437480560149,13.498109673967306,13.45712294931692,13.45712294931692,13.449100511738052,13.41184718532994,13.41184718532994,13.428694060709953,13.420671623131085,13.573717603379926,13.422656288147545,13.414633850568677,13.414981250701006,13.474977759574555,13.474977759574555,13.446778619052322
48,8.33,1673,0.539,0.059,0.402,0.0,0.0,10.218571569992696,11.692489515834218,11.312689003223873,11.852353599408541,11.56642937744188,12.207165022035742,12.696176615575968,12.176045786017927,12.746793951895178,12.507387905674332,12.868230959662364,13.071439833705105,13.589600088228313,13.268222914246596,12.824494418617427,12.836893474230266,12.915384182740858,12.99530733171287,12.886916253386836,12.560783012356051,12.563828979724278,12.959215729461494,12.785925733959079,12.777536532317615,12.821013958327509,12.866589921435398,12.863543954067175,12.866589921435402,12.98041254193416,12.926455497123793,12.926455497123793,12.929397367613626,12.87962934656531,12.87962934656531,12.93597302112474,12.938914891614573,12.938914891614573,12.942670421214824,12.945612291704657,12.945927038848014,13.141326403677548,13.141326403677548,13.030108304021063
49,12.83,1673,0.265,0.117,0.396,0.0,0.222,10.218571569992696,11.517974746941169,11.245016090959936,11.742436600488247,11.730512378521585,12.097248023115448,12.586259616655674,12.05899488603454,12.63954396061464,12.385391600919956,12.743151612065628,12.943327517839073,13.462637829414316,13.468362924096429,12.689959188407872,12.702173183489176,12.76062690456741,12.857540471232092,13.012161737767276,12.333231487488725,12.340749370047323,12.721191318656587,12.559002198141606,12.55058507386947,12.592445101023653,12.64217221892411,12.63465433636551,12.642172218924113,12.758146401391423,12.706557109900203,12.706557109900203,12.713611502848813,12.665913302750312,12.665913302750312,12.668861484754355,12.675915877702966,12.876747217935204,12.677929083853988,12.6849834768026,12.685292717756493,12.8698899907232,12.8698899907232,12.762992070790222
50,8.32,1773,0.453,0.125,0.423,0.0,0.0,10.218571569992696,12.303291206959885,11.552767473409592,12.237063095629573,12.03713887366291,12.074129092756799,12.382594668940094,12.085595576074166,12.118834555063522,11.89909223616959,11.67195424543488,11.786605556936987,11.429972304340936,11.064789894743457,11.69889058250267,11.702809581220016,11.530280256090673,11.51247002778969,11.140019178300042,11.851120856760886,11.850533572168786,12.24341706639904,12.045131523643931,11.883236492172669,11.753510091581754,11.796455465885424,11.797042750477527,11.796455465885426,11.701400292611202,11.702503669440784,11.702503669440784,11.701923150482859,11.702932082460702,11.702932082460702,11.583096832962639,11.582516314004716,11.582516314004716,11.583336513950961,11.582755994993036,11.583090224951178,11.528458184180117,11.528458184180117,11.592395448548059
51,10.6,1673,0.423,0.058,0.445,0.0,0.074,10.218571569992696,12.94317869290106,11.809744743125204,12.640092091670656,12.470167869703992,12.994903514297857,13.483915107838083,13.014910569232189,13.514482534075709,13.381694756414031,13.764632950772313,13.989578097411664,14.499496276395291,14.293443306533842,13.799675681034739,13.813401003790243,13.903287355113559,13.994339438838562,14.022877445086937,14.281112453529087,14.26272878941663,14.611513724041416,14.423263564191231,14.504875419301452,14.544179718628879,14.570179222454435,14.588562886566894,14.570179222454435,14.673777367542579,14.600720874493247,14.600720874493247,14.584349545094442,14.518181645020457,14.518181645020457,14.612034115337906,14.595662785939101,14.64442799265217,14.597130556319977,14.580759226921172,14.581114217796097,14.688876383141675,14.688876383141675,14.578468221928484
52,13.2,1673,0.497,0.091,0.412,0.0,0.0,10.218571569992696,11.983347463989297,11.426383417877503,12.035548597609033,11.791624375642371,12.390360020236233,12.87937161377646,12.37113061932357,12.92547243028729,12.710715080264958,13.076696538990259,13.28496036014849,13.801203852918306,13.521509147665991,13.0495575633724,13.062265053204463,13.133561470505647,13.225809121380255,13.16695107335536,12.950931572370163,12.951091385209079,13.357674861994774,13.168788134054996,13.171304613548106,13.21252092628242,13.255711462820926,13.25555164998201,13.255711462820926,13.36634157974826,13.308280538869539,13.308280538869539,13.308439576338408,13.255103812925986,13.255103812925986,13.291887055301622,13.29204609277049,13.29204609277049,13.29400445030616,13.294163487775029,13.29448747156017,13.457906334538313,13.457906334538313,13.348664710791883
53,3.29,1773,0.439,0.415,0.0,0.146,0.0,10.218571569992696,0.0,7.5679711251396915,4.487914671748791,4.301990449782128,4.324980668876018,4.633446245059312,4.333635487131079,4.7877254286092175,4.333635487131079,4.4879146706809845,4.4879146706809845,5.083128747690511,5.083128747690511,5.333635487131079,5.333635487131079,5.333635487131079,5.333635487131079,5.333635487131079,5.873937792999218,5.848030745654627,5.873937792999218,5.873937792999218,5.848030745654627,5.873937792999218,5.848030745654627,5.873937792999218,5.848030745654627,6.337362111908028,6.337362111908028,6.337362111908028,6.3149753102838275,6.3149753102838275,6.3149753102838275,6.337362111908028,6.3149753102838275,6.3149753102838275,6.337362111908028,6.3149753102838275,6.3149753102838275,6.3149753102838275,6.3149753102838275,6.365122810583139
